"product","binary file","download page","download link","download name","test flags","publish date","bin file size [B]","comment"
"HG300","HG300_FW_V01.03.00.46.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.03.00.46.bin","HG300_FW_V01.03.00.46.bin",3,"2016-11-21",662258,
"HG300","HG300_FW_V01.03.00.50.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.03.00.50.bin","HG300_FW_V01.03.00.50.bin",3,"2016-11-22",662258,
"HG300","HG300_FW_V01.04.00.51.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.04.00.51.bin","HG300_FW_V01.04.00.51.bin",3,"2016-12-02",662782,
"HG300","HG300_FW_V01.04.00.52.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.04.00.52.bin","HG300_FW_V01.04.00.52.bin",3,"2016-12-15",663054,
"HG300","HG300_FW_V01.04.00.53.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.04.00.53.bin","HG300_FW_V01.04.00.53.bin",3,"2016-12-19",663054,
"HG300","HG300_FW_V01.04.00.54.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.04.00.54.bin","HG300_FW_V01.04.00.54.bin",3,"2016-12-21",663054,
"HG300","HG300_FW_V01.04.00.55.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.04.00.55.bin","HG300_FW_V01.04.00.55.bin",3,"2016-12-22",662990,
"HG300","HG300_FW_V01.04.00.56.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.04.00.56.bin","HG300_FW_V01.04.00.56.bin",3,"2016-12-28",663022,
"HG300","HG300_FW_V01.04.00.60-4.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.04.00.60-4.bin","HG300_FW_V01.04.00.60-4.bin",3,"2017-01-09",663586,
"HG300","HG300_FW_V01.04.00.60.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/HG300/HG300_FW_V01.04.00.60.bin","HG300_FW_V01.04.00.60.bin",3,"2017-01-09",663586,
"HG300","HG300_FW_V01.05.00.70.bin",,"https://dl.djicdn.com/downloads/osmo+mobile/HG300_FW_V01.05.00.70.bin","HG300_FW_V01.05.00.70.bin",3,"2017-07-08",664558,
"HG300","HG300_FW_V01.06.00.80.bin",,"https://dl.djicdn.com/downloads/osmo+mobile/20170605/HG300_FW_V01.06.00.80.bin","HG300_FW_V01.06.00.80.bin",3,"2017-07-08",667278,
"MATRICE100","MATRICE100_FW_V01.02.00.60.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M100/MATRICE100_FW_V01.02.00.60.bin","MATRICE100_FW_V01.02.00.60.bin",3,"2016-02-19",1416854,
"MATRICE100","MATRICE100_FW_V01.02.00.70.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M100/MATRICE100_FW_V01.02.00.70.bin","MATRICE100_FW_V01.02.00.70.bin",3,"2016-02-29",1417622,
"MATRICE100","MATRICE100_FW_V01.02.00.80.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M100/MATRICE100_FW_V01.02.00.80.bin","MATRICE100_FW_V01.02.00.80.bin",3,"2016-04-01",1500122,
"MATRICE100","MATRICE100_FW_V01.02.00.90.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M100/MATRICE100_FW_V01.02.00.90.bin","MATRICE100_FW_V01.02.00.90.bin",3,"2016-03-31",1505082,
"MATRICE100","MATRICE100_FW_V01.03.01.00_pc.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M100/MATRICE100_FW_V01.03.01.00_pc.bin","MATRICE100_FW_V01.03.01.00_pc.bin",3,"2016-04-11",1505990,
"MATRICE100","MATRICE100_FW_V01.03.02.55_pc.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M100/MATRICE100_FW_V01.03.02.55_pc.bin","MATRICE100_FW_V01.03.02.55_pc.bin",3,"2016-07-01",1414086,
"MATRICE600","MATRICE600_FW_V01.00.00.27.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.27.bin","MATRICE600_FW_V01.00.00.27.bin",3,"2016-12-06",3292363,
"MATRICE600","MATRICE600_FW_V01.00.00.27_nw.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.27_nw.bin","MATRICE600_FW_V01.00.00.27_nw.bin",3,"2016-12-14",3300555,
"MATRICE600","MATRICE600_FW_V01.00.00.28.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.28.bin","MATRICE600_FW_V01.00.00.28.bin",3,"2017-01-04",3263895,
"MATRICE600","MATRICE600_FW_V01.00.00.39.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.39.bin","MATRICE600_FW_V01.00.00.39.bin",3,"2016-09-29",3163827,
"MATRICE600","MATRICE600_FW_V01.00.00.39_nw.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.39_nw.bin","MATRICE600_FW_V01.00.00.39_nw.bin",3,"2016-10-21",2988247,
"MATRICE600","MATRICE600_FW_V01.00.00.42.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.42.bin","MATRICE600_FW_V01.00.00.42.bin",3,"2016-10-21",3110319,
"MATRICE600","MATRICE600_FW_V01.00.00.43.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.43.bin","MATRICE600_FW_V01.00.00.43.bin",3,"2016-10-17",3218763,
"MATRICE600","MATRICE600_FW_V01.00.00.44.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.44.bin","MATRICE600_FW_V01.00.00.44.bin",3,"2016-10-26",3226979,
"MATRICE600","MATRICE600_FW_V01.00.00.51.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.51.bin","MATRICE600_FW_V01.00.00.51.bin",3,"2016-11-04",3251347,
"MATRICE600","MATRICE600_FW_V01.00.00.53.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.53.bin","MATRICE600_FW_V01.00.00.53.bin",3,"2016-11-10",3267731,
"MATRICE600","MATRICE600_FW_V01.00.00.54.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.54.bin","MATRICE600_FW_V01.00.00.54.bin",3,"2016-11-21",3272851,
"MATRICE600","MATRICE600_FW_V01.00.00.56.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.56.bin","MATRICE600_FW_V01.00.00.56.bin",3,"2016-12-14",3300555,
"MATRICE600","MATRICE600_FW_V01.00.00.60.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.60.bin","MATRICE600_FW_V01.00.00.60.bin",3,"2016-12-16",3300555,
"MATRICE600","MATRICE600_FW_V01.00.00.80.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.00.80.bin","MATRICE600_FW_V01.00.00.80.bin",3,"2016-12-19",3300575,
"MATRICE600","MATRICE600_FW_V01.00.0090.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600/MATRICE600_FW_V01.00.0090.bin","MATRICE600_FW_V01.00.0090.bin",3,"2016-12-19",3062751,
"MATRICE600","MATRICE600_FW_V02.00.00.21.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/UH/MATRICE600_FW_V02.00.00.21.bin","MATRICE600_FW_V02.00.00.21.bin",3,"2016-12-19",3505831,
"MATRICE600","MATRICE600_FW_V02.00.00.95(polar).bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/UH/MATRICE600_FW_V02.00.00.95(polar).bin","MATRICE600_FW_V02.00.00.95(polar).bin",3,"2017-01-04",3263895,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.01.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.01.bin","MATRICE600PRO_FW_V01.00.00.01.bin",3,"2016-04-18",1911024,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.51.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.51.bin","MATRICE600PRO_FW_V01.00.00.51.bin",3,"2016-08-18",1843121,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.53.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.53.bin","MATRICE600PRO_FW_V01.00.00.53.bin",3,"2016-05-05",2941971,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.54.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.54.bin","MATRICE600PRO_FW_V01.00.00.54.bin",3,"2016-06-08",3016747,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.55.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.55.bin","MATRICE600PRO_FW_V01.00.00.55.bin",3,"2016-08-18",2993367,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.60.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.60.bin","MATRICE600PRO_FW_V01.00.00.60.bin",3,"2016-09-27",2988247,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.61.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.61.bin","MATRICE600PRO_FW_V01.00.00.61.bin",3,"2016-09-28",2988247,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.62.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.62.bin","MATRICE600PRO_FW_V01.00.00.62.bin",3,"2016-09-29",3166935,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.63.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.63.bin","MATRICE600PRO_FW_V01.00.00.63.bin",3,"2016-10-26",3236451,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.64.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.64.bin","MATRICE600PRO_FW_V01.00.00.64.bin",3,"2016-11-08",3260819,
"MATRICE600PRO","MATRICE600PRO_FW_V01.00.00.80.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/M600PRO/MATRICE600PRO_FW_V01.00.00.80.bin","MATRICE600PRO_FW_V01.00.00.80.bin",3,"2016-11-10",3277203,
"MG1S","MG1S_FW_V01.00.00.02.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/MG1S/MG1S_FW_V01.00.00.02.bin","MG1S_FW_V01.00.00.02.bin",3,"2016-12-05",116118,
"MG1S_RC","MG1SRC_FW_V01.00.00.01.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/MG1S/MG1SRC_FW_V01.00.00.01.bin","MG1SRC_FW_V01.00.00.01.bin",3,"2016-11-29",3597071,
"OSMO","OSMO_FW_V01.00.01.19.bin",,"http://download.dji-innovations.com/downloads/osmo/OSMO_FW_V01.00.01.19.bin","OSMO_FW_V01.00.01.19.bin",7,"2015-10-26",73067210,
"OSMO","OSMO_FW_V01.04.01.80.bin",,"http://dl.djicdn.com/downloads/osmo/OSMO_FW_BUGFIX_V01.04.01.80.bin.zip","OSMO_FW_BUGFIX_V01.04.01.80.bin.zip",3,"2015-12-28",74656006,"unfixed 01.04.01.80 may disable the device"
"OSMO","OSMO_FW_V01.05.01.88.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.05.01.88.bin","OSMO_FW_V01.05.01.88.bin",3,"2016-01-31",72625954,
"OSMO","OSMO_FW_V01.05.01.89.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.05.01.89.bin","OSMO_FW_V01.05.01.89.bin",3,"2016-02-05",72625954,
"OSMO","OSMO_FW_V01.05.01.92.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.05.01.92.bin","OSMO_FW_V01.05.01.92.bin",3,"2016-02-25",72627486,
"OSMO","OSMO_FW_V01.05.01.93.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.05.01.93.bin","OSMO_FW_V01.05.01.93.bin",3,"2016-02-26",72633866,
"OSMO","OSMO_FW_V01.05.01.94.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.05.01.94.bin","OSMO_FW_V01.05.01.94.bin",3,"2016-03-02",72634714,
"OSMO","OSMO_FW_V01.05.01.95.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.05.01.95.bin","OSMO_FW_V01.05.01.95.bin",3,"2016-03-04",72647002,
"OSMO","OSMO_FW_V01.05.01.96.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.05.01.96.bin","OSMO_FW_V01.05.01.96.bin",3,"2016-03-10",72778074,
"OSMO","OSMO_FW_V01.05.01.97.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.05.01.97.bin","OSMO_FW_V01.05.01.97.bin",3,"2016-03-11",72787086,
"OSMO","OSMO_FW_V01.05.02.00.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.05.02.00.bin","OSMO_FW_V01.05.02.00.bin",3,"2016-03-16",72787406,
"OSMO","OSMO_FW_V01.06.02.10.bin",,"http://dl.djicdn.com/downloads/osmo/OSMO_FW_V01.06.02.10.zip","OSMO_FW_V01.06.02.10.zip",3,"2016-03-24",72786874,
"OSMO","OSMO_FW_V01.08.02.30.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.08.02.30.bin","OSMO_FW_V01.08.02.30.bin",3,"2016-06-16",72772998,
"OSMO","OSMO_FW_V01.08.02.35.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.08.02.35.bin","OSMO_FW_V01.08.02.35.bin",3,"2016-09-23",72140202,
"OSMO","OSMO_FW_V01.08.02.36.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO/OSMO_FW_V01.08.02.36.bin","OSMO_FW_V01.08.02.36.bin",3,"2016-09-24",72140202,
"OSMO","OSMO_FW_V01.08.02.40.bin",,"https://dl.djicdn.com/downloads/osmo/OSMO_FW_V01.08.02.40.zip","OSMO_FW_V01.08.02.40.zip",7,"2016-09-26",72140974,
"OSMO","OSMO_FW_V01.10.02.60.bin",,"https://dl.djicdn.com/downloads/osmo/20170622/OSMO_FW_V01.10.02.60.bin","OSMO_FW_V01.10.02.60.bin",3,"2017-07-08",72159634,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.03.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.03.bin","OSMO_FC350Z_FW_V01.00.00.03.bin",3,"2016-05-30",67523686,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.05.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.05.bin","OSMO_FC350Z_FW_V01.00.00.05.bin",3,"2016-06-08",67563474,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.06.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.06.bin","OSMO_FC350Z_FW_V01.00.00.06.bin",3,"2016-06-29",68046334,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.07.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.07.bin","OSMO_FC350Z_FW_V01.00.00.07.bin",7,"2016-07-08",68049190,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.08.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.08.bin","OSMO_FC350Z_FW_V01.00.00.08.bin",3,"2016-07-22",67132018,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.09.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.09.bin","OSMO_FC350Z_FW_V01.00.00.09.bin",3,"2016-07-26",67132018,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.11.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.11.bin","OSMO_FC350Z_FW_V01.00.00.11.bin",3,"2016-08-04",67136154,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.12.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.12.bin","OSMO_FC350Z_FW_V01.00.00.12.bin",3,"2016-08-08",67136154,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.13.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.13.bin","OSMO_FC350Z_FW_V01.00.00.13.bin",3,"2016-08-15",67139734,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.14.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.14.bin","OSMO_FC350Z_FW_V01.00.00.14.bin",3,"2016-08-26",67088422,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.15.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.15.bin","OSMO_FC350Z_FW_V01.00.00.15.bin",3,"2016-08-15",67139802,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.16.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.16.bin","OSMO_FC350Z_FW_V01.00.00.16.bin",3,"2016-08-26",67145270,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.17.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.17.bin","OSMO_FC350Z_FW_V01.00.00.17.bin",3,"2016-08-29",67145262,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.00.00.20.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.00.00.20.bin","OSMO_FC350Z_FW_V01.00.00.20.bin",3,"2016-08-29",67145262,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.01.00.21.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.01.00.21.bin","OSMO_FC350Z_FW_V01.01.00.21.bin",3,"2016-09-06",67145774,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.01.00.30.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.01.00.30.bin","OSMO_FC350Z_FW_V01.01.00.30.bin",3,"2016-09-08",67096178,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.02.00.32.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.02.00.32.bin","OSMO_FC350Z_FW_V01.02.00.32.bin",3,"2016-09-30",67096262,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.02.00.33.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.02.00.33.bin","OSMO_FC350Z_FW_V01.02.00.33.bin",3,"2016-09-30",67095734,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.02.00.38.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.02.00.38.bin","OSMO_FC350Z_FW_V01.02.00.38.bin",3,"2016-10-08",67095326,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.02.00.40.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.02.00.40.bin","OSMO_FC350Z_FW_V01.02.00.40.bin",3,"2016-10-17",67096702,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.03.00.50.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_Zoom/OSMO_FC350Z_FW_V01.03.00.50.bin","OSMO_FC350Z_FW_V01.03.00.50.bin",7,"2016-11-14",67113142,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.04.00.70.bin",,"https://dl.djicdn.com/downloads/osmo-plus/OSMO_FC350Z_FW_V01.04.00.70.bin","OSMO_FC350Z_FW_V01.04.00.70.bin",3,"2017-07-08",67113466,
"OSMO_FC350Z","OSMO_FC350Z_FW_V01.05.00.90.bin",,"https://dl.djicdn.com/downloads/osmo-plus/OSMO_FC350Z_FW_V01.05.00.90.bin","OSMO_FC350Z_FW_V01.05.00.90.bin",3,"2017-07-08",67121506,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.02.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.01.00.02.bin","OSMO_FC550_FW_V01.01.00.02.bin",3,"2016-02-19",74040130,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.03.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.01.00.03.bin","OSMO_FC550_FW_V01.01.00.03.bin",3,"2016-02-24",74055210,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.04.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.01.00.04.bin","OSMO_FC550_FW_V01.01.00.04.bin",3,"2016-02-24",74055210,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.05.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.01.00.05.bin","OSMO_FC550_FW_V01.01.00.05.bin",3,"2016-03-02",74104246,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.07.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.01.00.07.bin","OSMO_FC550_FW_V01.01.00.07.bin",3,"2016-03-14",74425514,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.08.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.01.00.08.bin","OSMO_FC550_FW_V01.01.00.08.bin",3,"2016-03-28",74433598,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.09.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.01.00.09.bin","OSMO_FC550_FW_V01.01.00.09.bin",3,"2016-04-01",74482750,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.10.bin",,"https://dl.djicdn.com/downloads/osmo/OSMO_FC550_FW_V01.01.00.10.bin","OSMO_FC550_FW_V01.01.00.10.bin",3,"2017-07-08",74446638,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.11.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.01.00.11.bin","OSMO_FC550_FW_V01.01.00.11.bin",3,"2016-04-07",74495042,
"OSMO_X5","OSMO_FC550_FW_V01.01.00.13.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.01.00.13.bin","OSMO_FC550_FW_V01.01.00.13.bin",3,"2016-04-14",74441946,
"OSMO_X5","OSMO_FC550_FW_V01.03.00.30.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5/OSMO_FC550_FW_V01.03.00.30.bin","OSMO_FC550_FW_V01.03.00.30.bin",7,"2016-06-16",74452422,
"OSMO_X5","OSMO_FC550_FW_V01.03.00.40.bin",,"https://dl.djicdn.com/downloads/osmo/OSMO_FC550_FW_V01.03.00.40.zip","OSMO_FC550_FW_V01.03.00.40.zip",3,,,
"OSMO_X5R","OSMO_FC550R_FW_V01.01.00.01.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5R/OSMO_FC550R_FW_V01.01.00.01.bin","OSMO_FC550R_FW_V01.01.00.01.bin",3,"2016-04-14",101404080,
"OSMO_X5R","OSMO_FC550R_FW_V01.01.00.03.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5R/OSMO_FC550R_FW_V01.01.00.03.bin","OSMO_FC550R_FW_V01.01.00.03.bin",3,"2016-04-22",101659936,
"OSMO_X5R","OSMO_FC550R_FW_V01.01.00.04.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5R/OSMO_FC550R_FW_V01.01.00.04.bin","OSMO_FC550R_FW_V01.01.00.04.bin",3,"2016-04-26",101644892,
"OSMO_X5R","OSMO_FC550R_FW_V01.01.00.10.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5R/OSMO_FC550R_FW_V01.01.00.10.bin","OSMO_FC550R_FW_V01.01.00.10.bin",3,"2016-05-04",101775964,
"OSMO_X5R","OSMO_FC550R_FW_V01.02.00.11.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5R/OSMO_FC550R_FW_V01.02.00.11.bin","OSMO_FC550R_FW_V01.02.00.11.bin",3,"2016-05-09",101775964,
"OSMO_X5R","OSMO_FC550R_FW_V01.03.00.30.bin",,"https://s3-ap-northeast-1.amazonaws.com/dji-firmware-test/OSMO_X5R/OSMO_FC550R_FW_V01.03.00.30.bin","OSMO_FC550R_FW_V01.03.00.30.bin",3,"2016-06-16",101778676,
